;number;id;count;thumbnail_path;error;status;obj_names;obj_scores;ocr_texts;emotions;colors;cropped_colors
1186;1186;MaTSyJDoxPo;9;['images\\maxresdefault\\1186_GB_MaTSyJDoxPo_0.jpg'];[False];[200];['vase', 'vase'];[0.6984906, 0.53646404];" 
";[];[([(175, 135, 95), 'LightSalmon3'], 4150.0), ([(175, 95, 95), 'IndianRed'], 3558.0), ([(255, 175, 135), 'LightSalmon1'], 2832.0), ([(238, 238, 238), 'Grey93'], 2820.0), ([(215, 175, 175), 'MistyRose3'], 2649.0)];[([(128, 128, 128), 'Gray'], 9034.0), ([(192, 192, 192), 'Silver'], 6431.0), ([(255, 255, 255), 'White'], 2440.0), ([(255, 0, 0), 'Red'], 1673.0), ([(128, 128, 0), 'Olive'], 404.0)]
1187;1187;McenDl9NdYE;16;['images\\maxresdefault\\1187_GB_McenDl9NdYE_0.jpg'];[False];[200];[];[];" 

 

 

 
";['neutral'];[([(0, 95, 135), 'DeepSkyBlue4'], 11735.0), ([(88, 88, 88), 'Grey35'], 4162.0), ([(0, 135, 175), 'DeepSkyBlue3'], 3750.0), ([(68, 68, 68), 'Grey27'], 3086.0), ([(78, 78, 78), 'Grey30'], 2497.0)];[([(128, 128, 128), 'Gray'], 6880.0), ([(0, 128, 128), 'Teal'], 2531.0), ([(0, 0, 0), 'Black'], 2243.0), ([(128, 128, 0), 'Olive'], 1920.0), ([(192, 192, 192), 'Silver'], 1853.0)]
1188;1188;MctZLEYlU4s;34;['ERROR'];[True];[404];[];[];;[];[];[]
1189;1189;Mdm8rpv045U;19;['images\\maxresdefault\\1189_GB_Mdm8rpv045U_0.jpg'];[False];[200];['person'];[0.7996143];" 
";['neutral'];[([(0, 0, 0), 'Black'], 34914.0), ([(28, 28, 28), 'Grey11'], 7322.0), ([(18, 18, 18), 'Grey7'], 3188.0), ([(8, 8, 8), 'Grey3'], 2789.0), ([(38, 38, 38), 'Grey15'], 1463.0)];[([(0, 0, 0), 'Black'], 15049.0), ([(128, 128, 128), 'Gray'], 3206.0), ([(128, 0, 0), 'Maroon'], 1931.0), ([(128, 128, 0), 'Olive'], 284.0), ([(192, 192, 192), 'Silver'], 157.0)]
1190;1190;MfLcjWq6m9o;7;['images\\maxresdefault\\1190_GB_MfLcjWq6m9o_0.jpg'];[False];[200];[];[];" 

#OurBluePlanet
";[];[([(48, 48, 48), 'Grey19'], 13223.0), ([(38, 38, 38), 'Grey15'], 6701.0), ([(58, 58, 58), 'Grey23'], 6187.0), ([(0, 95, 135), 'DeepSkyBlue4'], 5773.0), ([(95, 175, 215), 'SkyBlue3'], 3609.0)];[([(0, 0, 0), 'Black'], 10238.0), ([(0, 128, 128), 'Teal'], 7887.0), ([(0, 0, 128), 'Navy'], 1256.0), ([(128, 128, 128), 'Gray'], 629.0), ([(192, 192, 192), 'Silver'], 241.0)]
1191;1191;MgMLdq9DnNc;10;['images\\maxresdefault\\1191_GB_MgMLdq9DnNc_0.jpg'];[False];[200];['person'];[0.92722106];" 
";['happy'];[([(175, 175, 255), 'LightSteelBlue'], 12995.0), ([(238, 238, 238), 'Grey93'], 11280.0), ([(255, 215, 215), 'MistyRose1'], 7093.0), ([(255, 255, 255), 'White'], 5308.0), ([(255, 215, 175), 'NavajoWhite1'], 1977.0)];[([(255, 255, 255), 'White'], 10987.0), ([(192, 192, 192), 'Silver'], 7662.0), ([(128, 128, 128), 'Gray'], 1020.0), ([(0, 0, 0), 'Black'], 668.0), ([(128, 0, 0), 'Maroon'], 211.0)]
1192;1192;Mgfe5tIwOj0;14;['ERROR'];[True];[404];[];[];;[];[];[]
1193;1193;MiqL5nR5Cyc;4;['images\\maxresdefault\\1193_GB_MiqL5nR5Cyc_0.jpg'];[False];[200];['person', 'person'];[0.95053166, 0.845294];"   

CCESSFUL

ree Pep
";['neutral'];[([(135, 215, 255), 'SkyBlue1'], 5731.0), ([(0, 95, 215), 'DodgerBlue3'], 5626.0), ([(135, 175, 215), 'LightSkyBlue3'], 4299.0), ([(135, 95, 0), 'Orange4'], 3141.0), ([(95, 175, 215), 'SkyBlue3'], 2292.0)];[([(192, 192, 192), 'Silver'], 7346.0), ([(128, 128, 128), 'Gray'], 3961.0), ([(0, 128, 128), 'Teal'], 3078.0), ([(0, 0, 0), 'Black'], 2969.0), ([(255, 255, 255), 'White'], 1534.0)]
1194;1194;MjdpR-TY6QU;3;['images\\maxresdefault\\1194_GB_MjdpR-TY6QU_0.jpg'];[False];[200];['stop sign'];[0.73827946];" 
";[];[([(95, 0, 0), 'DarkRed'], 3921.0), ([(255, 255, 255), 'White'], 3820.0), ([(0, 0, 95), 'NavyBlue'], 3488.0), ([(95, 0, 95), 'DeepPink4'], 3370.0), ([(255, 175, 215), 'Pink1'], 2942.0)];[([(192, 192, 192), 'Silver'], 7852.0), ([(0, 0, 255), 'Blue'], 3244.0), ([(128, 0, 0), 'Maroon'], 3087.0), ([(255, 255, 255), 'White'], 2385.0), ([(0, 0, 0), 'Black'], 1702.0)]
1195;1195;Mjl4OReUX-c;14;['images\\maxresdefault\\1195_GB_Mjl4OReUX-c_0.jpg'];[False];[200];['person', 'person', 'person', 'person'];[0.76403254, 0.69698554, 0.636584, 0.58206385];" 
";['happy', 'angry', 'happy'];[([(68, 68, 68), 'Grey27'], 4064.0), ([(58, 58, 58), 'Grey23'], 4055.0), ([(78, 78, 78), 'Grey30'], 4022.0), ([(215, 0, 95), 'DeepPink3'], 3808.0), ([(38, 38, 38), 'Grey15'], 3309.0)];[([(128, 128, 128), 'Gray'], 5682.0), ([(0, 0, 0), 'Black'], 5614.0), ([(192, 192, 192), 'Silver'], 2352.0), ([(128, 0, 0), 'Maroon'], 2251.0), ([(255, 0, 0), 'Red'], 1720.0)]
1196;1196;MjttubnVpqg;10;['ERROR'];[True];[404];[];[];;[];[];[]
1197;1197;MkR8GY2YBAU;1;['images\\maxresdefault\\1197_GB_MkR8GY2YBAU_0.jpg'];[False];[200];['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person'];[0.87518, 0.83838713, 0.82846606, 0.78873205, 0.78550714, 0.7842276, 0.6893903, 0.658345, 0.60153294, 0.53164226, 0.5216514];" 
";['neutral', 'fear', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral'];[([(138, 138, 138), 'Grey54'], 14585.0), ([(135, 135, 135), 'Grey53'], 4813.0), ([(148, 148, 148), 'Grey58'], 3595.0), ([(135, 95, 95), 'LightPink4'], 3431.0), ([(8, 8, 8), 'Grey3'], 3325.0)];[([(128, 128, 128), 'Gray'], 15401.0), ([(0, 0, 0), 'Black'], 2830.0), ([(255, 255, 255), 'White'], 981.0), ([(192, 192, 192), 'Silver'], 684.0), ([(128, 0, 0), 'Maroon'], 510.0)]
1198;1198;Ml9v3wHLuWI;28;['images\\maxresdefault\\1198_GB_Ml9v3wHLuWI_0.jpg'];[False];[200];['person', 'person'];[0.94308794, 0.9376735];" 
";[];[([(238, 238, 238), 'Grey93'], 6261.0), ([(175, 215, 255), 'LightSkyBlue1'], 5428.0), ([(135, 95, 95), 'LightPink4'], 3551.0), ([(28, 28, 28), 'Grey11'], 3230.0), ([(215, 255, 255), 'LightCyan1'], 3041.0)];[([(128, 128, 128), 'Gray'], 8349.0), ([(192, 192, 192), 'Silver'], 3150.0), ([(255, 255, 255), 'White'], 3014.0), ([(0, 0, 0), 'Black'], 1299.0), ([(0, 255, 255), 'Cyan'], 1258.0)]
1199;1199;MmPPxQnaGDY;16;['images\\maxresdefault\\1199_GB_MmPPxQnaGDY_0.jpg'];[False];[200];['person'];[0.9734163];" 
";[];[([(48, 48, 48), 'Grey19'], 6800.0), ([(38, 38, 38), 'Grey15'], 6565.0), ([(255, 215, 0), 'Gold1'], 5544.0), ([(28, 28, 28), 'Grey11'], 4037.0), ([(118, 118, 118), 'Grey46'], 3107.0)];[([(128, 128, 128), 'Gray'], 7825.0), ([(0, 0, 0), 'Black'], 7714.0), ([(255, 255, 0), 'Yellow'], 1892.0), ([(128, 128, 0), 'Olive'], 1638.0), ([(128, 0, 0), 'Maroon'], 668.0)]
1200;1200;Mmkf4zYlW4E;10;['images\\maxresdefault\\1200_GB_Mmkf4zYlW4E_0.jpg'];[False];[200];['person', 'traffic light', 'traffic light', 'traffic light'];[0.90595764, 0.62992615, 0.5872668, 0.5139362];"at

   

presents

a
";['neutral'];[([(0, 0, 0), 'Black'], 15152.0), ([(8, 8, 8), 'Grey3'], 10009.0), ([(95, 95, 135), 'MediumPurple4'], 4687.0), ([(18, 18, 18), 'Grey7'], 3649.0), ([(28, 28, 28), 'Grey11'], 2294.0)];[([(0, 0, 0), 'Black'], 13068.0), ([(128, 128, 128), 'Gray'], 4762.0), ([(192, 192, 192), 'Silver'], 919.0), ([(0, 128, 128), 'Teal'], 564.0), ([(128, 0, 0), 'Maroon'], 556.0)]
1201;1201;Mn-3c6of8t8;12;['ERROR'];[True];[404];[];[];;[];[];[]
1202;1202;MnK9_fWPT3Y;1;['images\\maxresdefault\\1202_GB_MnK9_fWPT3Y_0.jpg'];[False];[200];['person'];[0.6615774];" 
";[];[([(238, 238, 238), 'Grey93'], 8004.0), ([(228, 228, 228), 'Grey89'], 5401.0), ([(28, 28, 28), 'Grey11'], 4204.0), ([(38, 38, 38), 'Grey15'], 3583.0), ([(48, 48, 48), 'Grey19'], 3099.0)];[([(128, 128, 128), 'Gray'], 10428.0), ([(0, 0, 0), 'Black'], 4348.0), ([(255, 255, 255), 'White'], 2938.0), ([(192, 192, 192), 'Silver'], 1578.0), ([(128, 0, 0), 'Maroon'], 550.0)]
1203;1203;MnpB1X5VbOQ;12;['images\\maxresdefault\\1203_GB_MnpB1X5VbOQ_0.jpg'];[False];[200];['person'];[0.78946716];" 
";[];[([(215, 0, 0), 'Red3'], 11084.0), ([(255, 95, 0), 'OrangeRed1'], 9298.0), ([(18, 18, 18), 'Grey7'], 4482.0), ([(215, 95, 0), 'DarkOrange3'], 4190.0), ([(255, 0, 0), 'Red'], 4057.0)];[([(255, 0, 0), 'Red'], 9313.0), ([(0, 0, 0), 'Black'], 4495.0), ([(128, 0, 0), 'Maroon'], 2714.0), ([(128, 128, 128), 'Gray'], 2235.0), ([(128, 128, 0), 'Olive'], 1270.0)]
1204;1204;MowKgO0IeyU;8;['images\\maxresdefault\\1204_GB_MowKgO0IeyU_0.jpg'];[False];[200];['person'];[0.8149535];"  
      

1

- N ve
TRAILER —
";[];[([(18, 18, 18), 'Grey7'], 8182.0), ([(28, 28, 28), 'Grey11'], 6438.0), ([(175, 175, 95), 'DarkKhaki'], 4813.0), ([(8, 8, 8), 'Grey3'], 4198.0), ([(0, 0, 95), 'NavyBlue'], 4150.0)];[([(0, 0, 0), 'Black'], 7820.0), ([(0, 0, 128), 'Navy'], 4579.0), ([(128, 128, 128), 'Gray'], 4000.0), ([(128, 128, 0), 'Olive'], 2967.0), ([(192, 192, 192), 'Silver'], 523.0)]
1205;1205;Mr8fVT_Ds4Q;3;['images\\maxresdefault\\1205_GB_Mr8fVT_Ds4Q_0.jpg'];[False];[200];[];[];"roy meal is)

  

 

Se Resonair iG

Cone NEES

 

ee eee cea RC eee eee gee Me eee a
Or em et a ee acer eg enone eee eee aT SET eee ey
";[];[([(0, 0, 0), 'Black'], 38401.0), ([(8, 8, 8), 'Grey3'], 8047.0), ([(18, 18, 18), 'Grey7'], 2550.0), ([(28, 28, 28), 'Grey11'], 1235.0), ([(0, 95, 135), 'DeepSkyBlue4'], 878.0)];[([(0, 0, 0), 'Black'], 17684.0), ([(128, 128, 128), 'Gray'], 1177.0), ([(128, 0, 0), 'Maroon'], 867.0), ([(0, 0, 128), 'Navy'], 349.0), ([(0, 128, 128), 'Teal'], 243.0)]
1206;1206;Mv-CJ44KbW4;11;['images\\maxresdefault\\1206_GB_Mv-CJ44KbW4_0.jpg'];[False];[200];['person'];[0.8184597];" 
";[];[([(215, 215, 175), 'LightYellow3'], 4972.0), ([(135, 95, 95), 'LightPink4'], 4420.0), ([(215, 215, 215), 'Grey84'], 4090.0), ([(218, 218, 218), 'Grey85'], 3164.0), ([(228, 228, 228), 'Grey89'], 2787.0)];[([(192, 192, 192), 'Silver'], 8236.0), ([(128, 128, 128), 'Gray'], 7031.0), ([(255, 255, 255), 'White'], 3083.0), ([(0, 0, 0), 'Black'], 1408.0), ([(128, 0, 128), 'Purple'], 402.0)]
1207;1207;MvIwx0JThsk;20;['images\\maxresdefault\\1207_GB_MvIwx0JThsk_0.jpg'];[False];[200];['person'];[0.88912886];" 
";[];[([(28, 28, 28), 'Grey11'], 15873.0), ([(38, 38, 38), 'Grey15'], 12112.0), ([(18, 18, 18), 'Grey7'], 8643.0), ([(48, 48, 48), 'Grey19'], 5286.0), ([(95, 95, 135), 'MediumPurple4'], 4808.0)];[([(0, 0, 0), 'Black'], 12646.0), ([(0, 128, 128), 'Teal'], 5858.0), ([(0, 0, 128), 'Navy'], 1616.0), ([(128, 128, 128), 'Gray'], 407.0), ([(128, 0, 128), 'Purple'], 143.0)]
1208;1208;MwdYpMS8s28;16;['ERROR'];[True];[404];[];[];;[];[];[]
1209;1209;MyEqfBkzESU;11;['images\\maxresdefault\\1209_GB_MyEqfBkzESU_0.jpg'];[False];[200];['person', 'person'];[0.79137284, 0.7316204];" 
";['neutral', 'neutral'];[([(215, 175, 175), 'MistyRose3'], 10984.0), ([(18, 18, 18), 'Grey7'], 8066.0), ([(215, 135, 95), 'LightSalmon3'], 6051.0), ([(28, 28, 28), 'Grey11'], 3196.0), ([(215, 175, 135), 'Tan'], 3190.0)];[([(192, 192, 192), 'Silver'], 9147.0), ([(128, 128, 128), 'Gray'], 5736.0), ([(0, 0, 0), 'Black'], 4518.0), ([(128, 128, 0), 'Olive'], 931.0), ([(128, 0, 0), 'Maroon'], 374.0)]
1210;1210;N-XXZ01aWvw;3;['images\\maxresdefault\\1210_GB_N-XXZ01aWvw_0.jpg'];[False];[200];['person'];[0.9133074];"FAIZON LOVE jamal bo
INTERVIEW =

i cg
\ st eZ

 
";[];[([(28, 28, 28), 'Grey11'], 6653.0), ([(38, 38, 38), 'Grey15'], 5692.0), ([(0, 0, 0), 'Black'], 5439.0), ([(68, 68, 68), 'Grey27'], 5091.0), ([(255, 175, 0), 'Orange1'], 4567.0)];[([(0, 0, 0), 'Black'], 10506.0), ([(128, 128, 128), 'Gray'], 4847.0), ([(255, 255, 0), 'Yellow'], 3397.0), ([(128, 128, 0), 'Olive'], 1123.0), ([(128, 0, 0), 'Maroon'], 575.0)]
1211;1211;N0I2u6DKnwI;12;['images\\maxresdefault\\1211_GB_N0I2u6DKnwI_0.jpg'];[False];[200];['person', 'tv'];[0.90155417, 0.50367594];" 
";['sad'];[([(18, 18, 18), 'Grey7'], 11365.0), ([(0, 0, 0), 'Black'], 10655.0), ([(8, 8, 8), 'Grey3'], 10181.0), ([(28, 28, 28), 'Grey11'], 10134.0), ([(38, 38, 38), 'Grey15'], 3353.0)];[([(0, 0, 0), 'Black'], 12124.0), ([(128, 0, 0), 'Maroon'], 2652.0), ([(192, 192, 192), 'Silver'], 2504.0), ([(128, 128, 0), 'Olive'], 1672.0), ([(128, 128, 128), 'Gray'], 1508.0)]
1212;1212;N0tmF4j4K6g;7;['images\\maxresdefault\\1212_GB_N0tmF4j4K6g_0.jpg'];[False];[200];['person', 'horse'];[0.6676821, 0.5336984];"= +OurBluePlanet

 
";[];[([(175, 215, 215), 'LightCyan3'], 9350.0), ([(18, 18, 18), 'Grey7'], 7367.0), ([(175, 175, 215), 'LightSteelBlue3'], 7011.0), ([(95, 0, 0), 'DarkRed'], 6752.0), ([(28, 28, 28), 'Grey11'], 3674.0)];[([(0, 0, 0), 'Black'], 9871.0), ([(192, 192, 192), 'Silver'], 6758.0), ([(128, 0, 0), 'Maroon'], 1835.0), ([(128, 128, 128), 'Gray'], 1834.0), ([(128, 128, 0), 'Olive'], 386.0)]
1213;1213;N1HAMUAXzbs;23;['images\\maxresdefault\\1213_GB_N1HAMUAXzbs_0.jpg'];[False];[200];['car', 'person'];[0.8513553, 0.6300715];" 
";[];[([(0, 0, 0), 'Black'], 13647.0), ([(28, 28, 28), 'Grey11'], 5630.0), ([(18, 18, 18), 'Grey7'], 4589.0), ([(38, 38, 38), 'Grey15'], 4552.0), ([(48, 48, 48), 'Grey19'], 4357.0)];[([(0, 0, 0), 'Black'], 12055.0), ([(128, 0, 0), 'Maroon'], 3351.0), ([(0, 0, 128), 'Navy'], 2178.0), ([(128, 128, 128), 'Gray'], 1318.0), ([(128, 0, 128), 'Purple'], 581.0)]
1214;1214;N1MZRowhMtc;12;['images\\maxresdefault\\1214_GB_N1MZRowhMtc_0.jpg'];[False];[200];['person', 'tie', 'person'];[0.96634597, 0.8498572, 0.66988426];" 

 

Ca

SwWilk

mT -1
he butt and

 
";['neutral', 'neutral'];[([(8, 8, 8), 'Grey3'], 18309.0), ([(18, 18, 18), 'Grey7'], 12198.0), ([(0, 0, 0), 'Black'], 6041.0), ([(28, 28, 28), 'Grey11'], 3409.0), ([(38, 38, 38), 'Grey15'], 2277.0)];[([(0, 0, 0), 'Black'], 11309.0), ([(128, 128, 128), 'Gray'], 5126.0), ([(192, 192, 192), 'Silver'], 2653.0), ([(128, 0, 0), 'Maroon'], 918.0), ([(128, 128, 0), 'Olive'], 512.0)]
1215;1215;N2MHDzMcGpg;10;['images\\maxresdefault\\1215_GB_N2MHDzMcGpg_0.jpg'];[False];[200];['person'];[0.9508472];" 
";['sad'];[([(8, 8, 8), 'Grey3'], 32255.0), ([(18, 18, 18), 'Grey7'], 5104.0), ([(0, 0, 0), 'Black'], 4076.0), ([(38, 38, 38), 'Grey15'], 3042.0), ([(28, 28, 28), 'Grey11'], 2216.0)];[([(0, 0, 0), 'Black'], 18605.0), ([(128, 128, 128), 'Gray'], 1525.0), ([(128, 0, 0), 'Maroon'], 267.0), ([(192, 192, 192), 'Silver'], 167.0), ([(128, 0, 128), 'Purple'], 129.0)]
1216;1216;N40CC9Wzd9A;4;['images\\maxresdefault\\1216_GB_N40CC9Wzd9A_0.jpg'];[False];[200];[];[];" 
";['neutral'];[([(215, 175, 0), 'Gold3'], 42586.0), ([(0, 0, 0), 'Black'], 4221.0), ([(8, 8, 8), 'Grey3'], 1518.0), ([(215, 135, 95), 'LightSalmon3'], 642.0), ([(18, 18, 18), 'Grey7'], 630.0)];[([(255, 255, 0), 'Yellow'], 11804.0), ([(0, 0, 0), 'Black'], 3336.0), ([(128, 128, 0), 'Olive'], 1557.0), ([(128, 0, 0), 'Maroon'], 1189.0), ([(128, 128, 128), 'Gray'], 1068.0)]
1217;1217;N6hVmn9FM7o;13;['ERROR'];[True];[404];[];[];;[];[];[]
1218;1218;N7HFXgyTya0;31;['images\\maxresdefault\\1218_GB_N7HFXgyTya0_0.jpg'];[False];[200];['person', 'person', 'person'];[0.82344985, 0.6209388, 0.55288863];"      
 

Ce ee
ed

Gaia a

  
";['angry', 'happy', 'happy'];[([(255, 255, 255), 'White'], 6828.0), ([(0, 0, 0), 'Black'], 4426.0), ([(218, 218, 218), 'Grey85'], 4397.0), ([(18, 18, 18), 'Grey7'], 4188.0), ([(8, 8, 8), 'Grey3'], 3741.0)];[([(192, 192, 192), 'Silver'], 6383.0), ([(0, 0, 0), 'Black'], 5254.0), ([(128, 128, 128), 'Gray'], 2746.0), ([(255, 255, 255), 'White'], 1851.0), ([(128, 128, 0), 'Olive'], 1508.0)]
1219;1219;N8U2EPiEbZo;9;['images\\maxresdefault\\1219_GB_N8U2EPiEbZo_0.jpg'];[False];[200];['person', 'person'];[0.7623945, 0.7217063];" 
";['happy', 'happy'];[([(8, 8, 8), 'Grey3'], 3586.0), ([(228, 228, 228), 'Grey89'], 3408.0), ([(218, 218, 218), 'Grey85'], 2735.0), ([(0, 0, 0), 'Black'], 2583.0), ([(135, 95, 95), 'LightPink4'], 2565.0)];[([(128, 128, 128), 'Gray'], 7816.0), ([(192, 192, 192), 'Silver'], 6826.0), ([(0, 0, 0), 'Black'], 2451.0), ([(255, 255, 255), 'White'], 1914.0), ([(128, 0, 0), 'Maroon'], 1168.0)]
1220;1220;N9OpxDiCfbM;5;['images\\maxresdefault\\1220_GB_N9OpxDiCfbM_0.jpg'];[False];[200];['person'];[0.88189673];" 
";['neutral'];[([(38, 38, 38), 'Grey15'], 7208.0), ([(48, 48, 48), 'Grey19'], 7039.0), ([(58, 58, 58), 'Grey23'], 6659.0), ([(88, 88, 88), 'Grey35'], 5008.0), ([(68, 68, 68), 'Grey27'], 4798.0)];[([(0, 0, 0), 'Black'], 10101.0), ([(128, 128, 128), 'Gray'], 7621.0), ([(192, 192, 192), 'Silver'], 946.0), ([(0, 128, 128), 'Teal'], 662.0), ([(0, 0, 128), 'Navy'], 519.0)]
1221;1221;N9s2YY3g2r0;13;['images\\maxresdefault\\1221_GB_N9s2YY3g2r0_0.jpg'];[False];[200];[];[];" 
";[];[([(255, 255, 255), 'White'], 34312.0), ([(0, 0, 0), 'Black'], 18083.0), ([(238, 238, 238), 'Grey93'], 747.0), ([(18, 18, 18), 'Grey7'], 469.0), ([(108, 108, 108), 'Grey42'], 259.0)];[([(255, 255, 255), 'White'], 16632.0), ([(128, 128, 128), 'Gray'], 1641.0), ([(0, 0, 0), 'Black'], 1419.0), ([(192, 192, 192), 'Silver'], 1044.0), ([(255, 0, 0), 'Red'], 0.0)]
1222;1222;NA5vT1LooXk;9;['images\\maxresdefault\\1222_GB_NA5vT1LooXk_0.jpg'];[False];[200];[];[];"WARE RANE ‘3

 

/EXTET
";[];[([(238, 238, 238), 'Grey93'], 10483.0), ([(228, 228, 228), 'Grey89'], 5873.0), ([(218, 218, 218), 'Grey85'], 5254.0), ([(255, 255, 255), 'White'], 5146.0), ([(175, 215, 215), 'LightCyan3'], 4515.0)];[([(255, 255, 255), 'White'], 8195.0), ([(192, 192, 192), 'Silver'], 5065.0), ([(128, 128, 128), 'Gray'], 3033.0), ([(0, 0, 0), 'Black'], 2130.0), ([(0, 0, 128), 'Navy'], 1387.0)]
1223;1223;NAirxs9Io4k;13;['images\\maxresdefault\\1223_GB_NAirxs9Io4k_0.jpg'];[False];[200];['person'];[0.7463063];"Conary alin el}

  
   

    
 
";['neutral', 'fear'];[([(0, 0, 0), 'Black'], 24845.0), ([(48, 48, 48), 'Grey19'], 7010.0), ([(135, 0, 95), 'DeepPink4'], 3302.0), ([(58, 58, 58), 'Grey23'], 2803.0), ([(215, 175, 95), 'LightGoldenrod3'], 2448.0)];[([(128, 128, 128), 'Gray'], 7380.0), ([(0, 0, 0), 'Black'], 6081.0), ([(128, 128, 0), 'Olive'], 1821.0), ([(0, 128, 128), 'Teal'], 1434.0), ([(128, 0, 0), 'Maroon'], 1427.0)]
1224;1224;NBOT5jigRy4;4;['images\\maxresdefault\\1224_GB_NBOT5jigRy4_0.jpg'];[False];[200];[];[];" 
";[];[([(28, 28, 28), 'Grey11'], 16932.0), ([(18, 18, 18), 'Grey7'], 16839.0), ([(38, 38, 38), 'Grey15'], 7696.0), ([(8, 8, 8), 'Grey3'], 4867.0), ([(48, 48, 48), 'Grey19'], 1741.0)];[([(0, 0, 0), 'Black'], 13602.0), ([(0, 0, 128), 'Navy'], 3791.0), ([(128, 128, 128), 'Gray'], 1288.0), ([(128, 0, 0), 'Maroon'], 735.0), ([(0, 128, 128), 'Teal'], 619.0)]
1225;1225;NBYL_QwYhjs;4;['images\\maxresdefault\\1225_GB_NBYL_QwYhjs_0.jpg'];[False];[200];['person', 'sports ball'];[0.95512176, 0.8368059];" 
";['neutral'];[([(28, 28, 28), 'Grey11'], 6656.0), ([(48, 48, 48), 'Grey19'], 4781.0), ([(38, 38, 38), 'Grey15'], 4403.0), ([(58, 58, 58), 'Grey23'], 3684.0), ([(18, 18, 18), 'Grey7'], 3433.0)];[([(0, 0, 0), 'Black'], 8247.0), ([(128, 128, 128), 'Gray'], 6352.0), ([(0, 0, 128), 'Navy'], 1623.0), ([(255, 255, 0), 'Yellow'], 1133.0), ([(192, 192, 192), 'Silver'], 1098.0)]
1226;1226;NBkC83-vh9A;21;['ERROR'];[True];[404];[];[];;[];[];[]
1227;1227;NGMnnrw70lA;13;['images\\maxresdefault\\1227_GB_NGMnnrw70lA_0.jpg'];[False];[200];[];[];" 

 

 

 

 

' eae
, | | X y
fol \| | —

Tnnannh a a4aui
DIENAY

D — |
MLUUY

L
| __| a Zl Xx rd Naval =

  

STILLDONTKNOW |

yw

ESIMPSONS ,

     
   

  

 

 

 

PARTI . W WE
HOW TO TALK ABOUT TH

 
";[];[([(255, 255, 0), 'Yellow'], 24438.0), ([(0, 0, 0), 'Black'], 11891.0), ([(0, 95, 0), 'DarkGreen'], 3660.0), ([(135, 95, 0), 'Orange4'], 3232.0), ([(68, 68, 68), 'Grey27'], 2161.0)];[([(255, 255, 0), 'Yellow'], 8187.0), ([(0, 0, 0), 'Black'], 6920.0), ([(128, 128, 0), 'Olive'], 3177.0), ([(0, 128, 0), 'Green'], 979.0), ([(128, 0, 0), 'Maroon'], 379.0)]
1228;1228;NHEaYbDWyQE;10;['images\\maxresdefault\\1228_GB_NHEaYbDWyQE_0.jpg'];[False];[200];['person'];[0.9413445];" 
";['neutral'];[([(18, 18, 18), 'Grey7'], 18901.0), ([(8, 8, 8), 'Grey3'], 4716.0), ([(228, 228, 228), 'Grey89'], 4039.0), ([(78, 78, 78), 'Grey30'], 3422.0), ([(88, 88, 88), 'Grey35'], 3331.0)];[([(0, 0, 0), 'Black'], 8538.0), ([(128, 128, 128), 'Gray'], 5633.0), ([(192, 192, 192), 'Silver'], 3288.0), ([(255, 255, 255), 'White'], 1935.0), ([(128, 0, 0), 'Maroon'], 933.0)]
1229;1229;NHglTopVlKQ;6;['images\\maxresdefault\\1229_GB_NHglTopVlKQ_0.jpg'];[False];[200];['person', 'person', 'person', 'person', 'person', 'person', 'person'];[0.7596403, 0.75182927, 0.7392343, 0.7324724, 0.7226205, 0.71176565, 0.6791162];"9
wv
—
=
=
oS
in
0

 
";[];[([(108, 108, 108), 'Grey42'], 6178.0), ([(118, 118, 118), 'Grey46'], 5227.0), ([(78, 78, 78), 'Grey30'], 3994.0), ([(28, 28, 28), 'Grey11'], 3751.0), ([(88, 88, 88), 'Grey35'], 3674.0)];[([(128, 128, 128), 'Gray'], 12478.0), ([(0, 0, 0), 'Black'], 4830.0), ([(192, 192, 192), 'Silver'], 1061.0), ([(0, 128, 128), 'Teal'], 760.0), ([(128, 0, 0), 'Maroon'], 714.0)]
1230;1230;NHrwcQQ38bA;25;['images\\maxresdefault\\1230_GB_NHrwcQQ38bA_0.jpg'];[False];[200];['skis', 'person'];[0.8345179, 0.6206642];"fe)
pS
»
»
()
=)
oy

 
";[];[([(0, 0, 0), 'Black'], 15368.0), ([(95, 95, 175), 'SlateBlue3'], 5167.0), ([(95, 135, 175), 'SteelBlue'], 4872.0), ([(228, 228, 228), 'Grey89'], 2693.0), ([(95, 95, 135), 'MediumPurple4'], 2527.0)];[([(128, 128, 128), 'Gray'], 7466.0), ([(0, 128, 128), 'Teal'], 5183.0), ([(192, 192, 192), 'Silver'], 3759.0), ([(255, 255, 255), 'White'], 2168.0), ([(0, 0, 0), 'Black'], 1222.0)]
