;number;id;count;thumbnail_path;error;status;obj_names;obj_scores;ocr_texts;emotions;colors;cropped_colors;gray_mean_score;color_mean_score;gray_hist_score;red_hist_score;green_hist_score;blue_hist_score;edges_score;entropy_score;vevo
2820;2820;REt-3P5h4Lo;8;['images\\maxresdefault\\2820_US_REt-3P5h4Lo_0.jpg'];[False];[200];['person', 'person', 'person'];[0.8402246, 0.8197602, 0.72955513];" 
";['happy', 'fear'];[([(228, 228, 228), 'Grey89'], 12761.0), ([(28, 28, 28), 'Grey11'], 3294.0), ([(38, 38, 38), 'Grey15'], 3275.0), ([(238, 238, 238), 'Grey93'], 3208.0), ([(218, 218, 218), 'Grey85'], 2595.0)];[([(192, 192, 192), 'Silver'], 5844.0), ([(0, 0, 0), 'Black'], 4647.0), ([(255, 255, 255), 'White'], 4512.0), ([(128, 128, 128), 'Gray'], 2859.0), ([(128, 128, 0), 'Olive'], 1607.0)];1160922.0;920198.0;4793.43212890625;4721.90771484375;4983.2919921875;4859.65087890625;1679121.0;415.7055256835602;False
2821;2821;RF-Mqs2qC-M;13;['images\\maxresdefault\\2821_US_RF-Mqs2qC-M_0.jpg'];[False];[200];['person'];[0.9253073];" 
";['happy'];[([(95, 95, 0), 'Orange4'], 7556.0), ([(238, 238, 238), 'Grey93'], 6619.0), ([(135, 95, 0), 'Orange4'], 5629.0), ([(255, 255, 255), 'White'], 3553.0), ([(228, 228, 228), 'Grey89'], 2294.0)];[([(128, 128, 0), 'Olive'], 4801.0), ([(0, 0, 0), 'Black'], 4634.0), ([(192, 192, 192), 'Silver'], 3846.0), ([(128, 128, 128), 'Gray'], 2681.0), ([(128, 0, 0), 'Maroon'], 2460.0)];1168971.0;1072935.0;3466.17724609375;5344.4111328125;3435.21142578125;3617.439697265625;1678791.0;322.1037638714106;False
2822;2822;RFHH8bSdLr8;4;['images\\maxresdefault\\2822_US_RFHH8bSdLr8_0.jpg'];[False];[200];['person'];[0.9332352];" 

 
";['sad'];[([(255, 255, 255), 'White'], 6488.0), ([(238, 238, 238), 'Grey93'], 5751.0), ([(215, 175, 135), 'Tan'], 3682.0), ([(228, 228, 228), 'Grey89'], 2766.0), ([(95, 215, 215), 'MediumTurquoise'], 2409.0)];[([(192, 192, 192), 'Silver'], 6191.0), ([(128, 128, 128), 'Gray'], 4565.0), ([(0, 0, 0), 'Black'], 4518.0), ([(255, 255, 255), 'White'], 2930.0), ([(128, 0, 0), 'Maroon'], 928.0)];911029.0;1134485.0;6467.94677734375;5850.3017578125;6050.93408203125;5277.328125;1678529.0;262.4649353620867;False
2823;2823;RF_7NIHp6Yo;5;['images\\maxresdefault\\2823_US_RF_7NIHp6Yo_0.jpg'];[False];[200];['person', 'tie'];[0.91549647, 0.85288566];" 
";['neutral'];[([(18, 18, 18), 'Grey7'], 9139.0), ([(68, 68, 68), 'Grey27'], 8805.0), ([(58, 58, 58), 'Grey23'], 8506.0), ([(28, 28, 28), 'Grey11'], 6865.0), ([(38, 38, 38), 'Grey15'], 6575.0)];[([(128, 128, 128), 'Gray'], 6627.0), ([(0, 0, 0), 'Black'], 6398.0), ([(0, 0, 128), 'Navy'], 3571.0), ([(128, 0, 128), 'Purple'], 1587.0), ([(192, 192, 192), 'Silver'], 1157.0)];1474920.0;817898.0;8048.4951171875;7428.61767578125;7956.181640625;8045.96435546875;1679958.0;316.15799107653584;False
2824;2824;RFeQ_Ul1jB0;3;['images\\maxresdefault\\2824_US_RFeQ_Ul1jB0_0.jpg'];[False];[200];['person', 'tie', 'clock'];[0.9644381, 0.6204557, 0.5107632];"Cd Elk dad

 
";['neutral'];[([(18, 18, 18), 'Grey7'], 26120.0), ([(58, 58, 58), 'Grey23'], 2738.0), ([(68, 68, 68), 'Grey27'], 2366.0), ([(78, 78, 78), 'Grey30'], 2356.0), ([(88, 88, 88), 'Grey35'], 1707.0)];[([(0, 0, 0), 'Black'], 10028.0), ([(128, 128, 128), 'Gray'], 7497.0), ([(192, 192, 192), 'Silver'], 1801.0), ([(255, 255, 255), 'White'], 593.0), ([(128, 0, 0), 'Maroon'], 332.0)];1271684.0;1269502.0;5483.19873046875;5338.2958984375;5344.4091796875;5358.2880859375;1679140.0;301.71410593753575;False
2825;2825;RFywfHsFpQM;7;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2826;2826;RGSgCyQydgc;6;['images\\maxresdefault\\2826_US_RGSgCyQydgc_0.jpg'];[False];[200];['person'];[0.8154736];" 
";['surprise'];[([(0, 0, 0), 'Black'], 7014.0), ([(8, 8, 8), 'Grey3'], 6576.0), ([(18, 18, 18), 'Grey7'], 5600.0), ([(215, 0, 0), 'Red3'], 4544.0), ([(28, 28, 28), 'Grey11'], 4014.0)];[([(0, 0, 0), 'Black'], 6273.0), ([(192, 192, 192), 'Silver'], 3766.0), ([(0, 128, 0), 'Green'], 3107.0), ([(128, 0, 0), 'Maroon'], 2263.0), ([(255, 0, 0), 'Red'], 1844.0)];1305311.0;1058582.0;4629.71728515625;6203.181640625;3519.7666015625;3772.220947265625;1678644.0;245.15089806658278;False
2827;2827;RHUxyXZBXY8;13;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2828;2828;RHpnWg6tdaw;11;['images\\maxresdefault\\2828_US_RHpnWg6tdaw_0.jpg'];[False];[200];['person', 'person'];[0.89712775, 0.5753471];" 
";['neutral', 'happy'];[([(135, 215, 255), 'SkyBlue1'], 11018.0), ([(175, 215, 255), 'LightSkyBlue1'], 9726.0), ([(218, 218, 218), 'Grey85'], 3643.0), ([(58, 58, 58), 'Grey23'], 3506.0), ([(48, 48, 48), 'Grey19'], 2495.0)];[([(192, 192, 192), 'Silver'], 9151.0), ([(128, 128, 128), 'Gray'], 4537.0), ([(0, 0, 0), 'Black'], 3642.0), ([(255, 255, 255), 'White'], 1997.0), ([(128, 0, 128), 'Purple'], 567.0)];959452.0;776281.0;7728.03662109375;7586.85400390625;7717.67578125;6796.806640625;1679439.0;470.2623269648782;False
2829;2829;RHzylDQ4wKE;9;['images\\maxresdefault\\2829_US_RHzylDQ4wKE_0.jpg'];[False];[200];['boat'];[0.8882298];" 
";[];[([(0, 0, 0), 'Black'], 12890.0), ([(18, 18, 18), 'Grey7'], 7539.0), ([(28, 28, 28), 'Grey11'], 7277.0), ([(38, 38, 38), 'Grey15'], 3469.0), ([(48, 48, 48), 'Grey19'], 3250.0)];[([(0, 0, 128), 'Navy'], 5671.0), ([(0, 0, 0), 'Black'], 5037.0), ([(128, 128, 128), 'Gray'], 3454.0), ([(192, 192, 192), 'Silver'], 2901.0), ([(128, 0, 128), 'Purple'], 1607.0)];1315826.0;987576.0;6340.67333984375;4328.8740234375;6236.05029296875;6391.40478515625;1679396.0;313.1165770506807;False
2830;2830;RIAVKKzOocc;6;['images\\maxresdefault\\2830_US_RIAVKKzOocc_0.jpg'];[False];[200];['person'];[0.5513722];" 
";[];[([(95, 135, 95), 'DarkSeaGreen4'], 18343.0), ([(95, 135, 135), 'PaleTurquoise4'], 4538.0), ([(128, 128, 128), 'Grey'], 4536.0), ([(175, 175, 95), 'DarkKhaki'], 1848.0), ([(135, 135, 135), 'Grey53'], 1793.0)];[([(128, 128, 128), 'Gray'], 13974.0), ([(192, 192, 192), 'Silver'], 2503.0), ([(0, 0, 0), 'Black'], 1172.0), ([(0, 128, 128), 'Teal'], 812.0), ([(128, 128, 0), 'Olive'], 687.0)];588894.0;898628.0;7724.8125;7614.1884765625;8259.1689453125;6877.822265625;1678327.0;198.4048735842581;False
2831;2831;RK_B4Ez4_5Q;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2832;2832;RMWTNik9i_8;8;['images\\maxresdefault\\2832_US_RMWTNik9i_8_0.jpg'];[False];[200];[];[];" 
";['neutral'];[([(95, 215, 95), 'PaleGreen3'], 8034.0), ([(135, 255, 135), 'LightGreen'], 5423.0), ([(95, 0, 0), 'DarkRed'], 4396.0), ([(255, 0, 0), 'Red'], 4017.0), ([(95, 175, 95), 'DarkSeaGreen4'], 2181.0)];[([(128, 128, 128), 'Gray'], 7314.0), ([(192, 192, 192), 'Silver'], 5832.0), ([(128, 0, 0), 'Maroon'], 2840.0), ([(255, 0, 0), 'Red'], 2522.0), ([(0, 0, 0), 'Black'], 1873.0)];1078512.0;1036437.0;4224.48046875;5146.3076171875;2555.9287109375;5958.9921875;1678822.0;258.88948632879533;False
2833;2833;RNA516fNpuw;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2834;2834;RO41_2cWSXA;4;['images\\maxresdefault\\2834_US_RO41_2cWSXA_0.jpg'];[False];[200];['vase'];[0.7104708];"  
";[];[([(38, 38, 38), 'Grey15'], 15952.0), ([(28, 28, 28), 'Grey11'], 11428.0), ([(8, 8, 8), 'Grey3'], 7676.0), ([(175, 215, 95), 'DarkOliveGreen3'], 6504.0), ([(18, 18, 18), 'Grey7'], 5281.0)];[([(0, 0, 0), 'Black'], 9055.0), ([(192, 192, 192), 'Silver'], 4809.0), ([(128, 128, 128), 'Gray'], 3817.0), ([(128, 128, 0), 'Olive'], 2825.0), ([(0, 128, 0), 'Green'], 229.0)];1260067.0;799925.0;8912.1103515625;9031.861328125;8951.58203125;8674.1181640625;1680333.0;472.83011097128474;False
2835;2835;RP3UsFrDJfY;7;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2836;2836;RPE3cglo9o0;3;['images\\maxresdefault\\2836_US_RPE3cglo9o0_0.jpg'];[False];[200];['person'];[0.8011875];" 
";['happy'];[([(255, 255, 255), 'White'], 5008.0), ([(238, 238, 238), 'Grey93'], 4503.0), ([(0, 0, 0), 'Black'], 3478.0), ([(215, 175, 135), 'Tan'], 3267.0), ([(215, 135, 95), 'LightSalmon3'], 3026.0)];[([(192, 192, 192), 'Silver'], 6655.0), ([(128, 128, 128), 'Gray'], 4897.0), ([(0, 0, 0), 'Black'], 4219.0), ([(255, 255, 255), 'White'], 3477.0), ([(128, 0, 0), 'Maroon'], 707.0)];963034.0;1079612.0;4576.2353515625;3347.04296875;4167.03369140625;5408.9033203125;1678611.0;297.8990962132479;False
2837;2837;RQDphL2MVlM;2;['images\\maxresdefault\\2837_US_RQDphL2MVlM_0.jpg'];[False];[200];['person', 'person', 'person'];[0.8322956, 0.78227574, 0.56918794];"   

Wii
";['neutral', 'happy'];[([(18, 18, 18), 'Grey7'], 4239.0), ([(135, 95, 95), 'LightPink4'], 3804.0), ([(215, 175, 175), 'MistyRose3'], 3339.0), ([(175, 135, 135), 'RosyBrown'], 2541.0), ([(175, 95, 95), 'IndianRed'], 2305.0)];[([(128, 128, 128), 'Gray'], 7723.0), ([(0, 0, 0), 'Black'], 4863.0), ([(192, 192, 192), 'Silver'], 3710.0), ([(128, 0, 0), 'Maroon'], 2384.0), ([(255, 255, 255), 'White'], 796.0)];936782.0;1020862.0;3593.14111328125;3562.40234375;3243.668212890625;3843.353759765625;1678443.0;323.1340807687908;False
2838;2838;RQOgG4MLh1I;6;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2839;2839;RQREeUE9eGI;3;['images\\maxresdefault\\2839_US_RQREeUE9eGI_0.jpg'];[False];[200];['person', 'person'];[0.82475734, 0.5822533];" 
";['happy', 'angry'];[([(38, 38, 38), 'Grey15'], 5434.0), ([(255, 255, 255), 'White'], 3211.0), ([(238, 238, 238), 'Grey93'], 3000.0), ([(215, 175, 135), 'Tan'], 2758.0), ([(48, 48, 48), 'Grey19'], 2277.0)];[([(192, 192, 192), 'Silver'], 7453.0), ([(128, 128, 128), 'Gray'], 3997.0), ([(255, 255, 255), 'White'], 3327.0), ([(128, 128, 0), 'Olive'], 1922.0), ([(128, 0, 0), 'Maroon'], 1608.0)];945930.0;1012127.0;4579.662109375;3783.935546875;4536.05078125;5187.111328125;1678383.0;295.12172520306603;False
2840;2840;RQUuqbzQVsY;6;['images\\maxresdefault\\2840_US_RQUuqbzQVsY_0.jpg'];[False];[200];['person', 'person'];[0.78598183, 0.70190215];" 
";[];[([(108, 108, 108), 'Grey42'], 7483.0), ([(118, 118, 118), 'Grey46'], 6918.0), ([(128, 128, 128), 'Grey'], 5230.0), ([(98, 98, 98), 'Grey39'], 4334.0), ([(135, 135, 135), 'Grey53'], 3191.0)];[([(128, 128, 128), 'Gray'], 12671.0), ([(0, 0, 0), 'Black'], 4529.0), ([(0, 0, 128), 'Navy'], 1210.0), ([(128, 0, 128), 'Purple'], 1120.0), ([(128, 0, 0), 'Maroon'], 833.0)];816388.0;755758.0;8273.96484375;7721.9736328125;8264.580078125;9195.26171875;1680047.0;202.19860427868667;False
2841;2841;RQZr2NgKPiU;1;['images\\maxresdefault\\2841_US_RQZr2NgKPiU_0.jpg'];[False];[200];['person', 'person'];[0.94359505, 0.5767727];"  

é ™m
Cexc-oxoTHnya
Pore ELE ly eKS Peel LC)

 
 
";['happy'];[([(175, 95, 95), 'IndianRed'], 4537.0), ([(38, 38, 38), 'Grey15'], 3525.0), ([(58, 58, 58), 'Grey23'], 3394.0), ([(48, 48, 48), 'Grey19'], 3262.0), ([(135, 95, 95), 'LightPink4'], 3066.0)];[([(128, 0, 0), 'Maroon'], 6100.0), ([(192, 192, 192), 'Silver'], 4216.0), ([(128, 128, 128), 'Gray'], 2579.0), ([(0, 0, 0), 'Black'], 1853.0), ([(0, 0, 128), 'Navy'], 1849.0)];1164214.0;977360.0;2773.8232421875;2593.3974609375;2873.83203125;3784.3701171875;1679120.0;244.74510925523396;False
2842;2842;RQm0nKoODo4;13;['images\\maxresdefault\\2842_US_RQm0nKoODo4_0.jpg'];[False];[200];['person'];[0.690868];" 
";['neutral', 'neutral'];[([(175, 95, 175), 'MediumOrchid3'], 4123.0), ([(175, 95, 215), 'MediumOrchid'], 3199.0), ([(175, 135, 175), 'Grey63'], 2739.0), ([(18, 18, 18), 'Grey7'], 2722.0), ([(175, 135, 215), 'MediumPurple2'], 2142.0)];[([(192, 192, 192), 'Silver'], 6978.0), ([(128, 128, 128), 'Gray'], 5577.0), ([(0, 0, 0), 'Black'], 5312.0), ([(128, 0, 128), 'Purple'], 1702.0), ([(0, 0, 128), 'Navy'], 497.0)];900851.0;1087585.0;4298.7451171875;5277.2197265625;3331.566162109375;4664.34228515625;1678394.0;234.44777485413567;False
2843;2843;RTaDvKMtUeA;1;['images\\maxresdefault\\2843_US_RTaDvKMtUeA_0.jpg'];[False];[200];['person'];[0.94130635];"wh /
Fd NTE

 
";['happy'];[([(38, 38, 38), 'Grey15'], 19565.0), ([(28, 28, 28), 'Grey11'], 14164.0), ([(18, 18, 18), 'Grey7'], 8678.0), ([(48, 48, 48), 'Grey19'], 5802.0), ([(135, 95, 95), 'LightPink4'], 1861.0)];[([(0, 0, 0), 'Black'], 17133.0), ([(128, 128, 128), 'Gray'], 1718.0), ([(128, 0, 0), 'Maroon'], 1495.0), ([(128, 128, 0), 'Olive'], 344.0), ([(192, 192, 192), 'Silver'], 33.0)];1485334.0;690025.0;9687.423828125;10014.54296875;9756.697265625;9414.0185546875;1680004.0;366.8801052511154;False
2844;2844;RUApBid9vnE;13;['images\\maxresdefault\\2844_US_RUApBid9vnE_0.jpg'];[False];[200];['person', 'bottle'];[0.8610536, 0.5553638];"Ge Qu Malate salsiXa

SHIMME

 

  
  
  

LUXURY BAKING POWDER
ACE

 

   

eT. 2902/359

; /§ sone ano

= ae

HIGHLIGHTER PALE

|

   
  

zs
°
2
q

O°
>
Wy
a

  
";[];[([(215, 175, 135), 'Tan'], 4145.0), ([(215, 215, 175), 'LightYellow3'], 3927.0), ([(255, 215, 175), 'NavajoWhite1'], 3448.0), ([(228, 228, 228), 'Grey89'], 3420.0), ([(238, 238, 238), 'Grey93'], 3175.0)];[([(192, 192, 192), 'Silver'], 6610.0), ([(128, 128, 128), 'Gray'], 6320.0), ([(255, 255, 255), 'White'], 2388.0), ([(128, 0, 0), 'Maroon'], 1655.0), ([(128, 128, 0), 'Olive'], 1377.0)];938499.0;987416.0;5914.3818359375;5053.5810546875;5613.2509765625;5844.755859375;1678311.0;295.02905846013044;False
2845;2845;RUbWdNGaYEg;5;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2846;2846;RVl35mjfT2A;3;['images\\maxresdefault\\2846_US_RVl35mjfT2A_0.jpg'];[False];[200];['person', 'person'];[0.84529525, 0.5124163];" 
";['neutral'];[([(28, 28, 28), 'Grey11'], 10399.0), ([(18, 18, 18), 'Grey7'], 5861.0), ([(38, 38, 38), 'Grey15'], 4587.0), ([(48, 48, 48), 'Grey19'], 2928.0), ([(135, 95, 95), 'LightPink4'], 2243.0)];[([(0, 0, 0), 'Black'], 8874.0), ([(128, 128, 128), 'Gray'], 4633.0), ([(192, 192, 192), 'Silver'], 2742.0), ([(128, 0, 0), 'Maroon'], 2345.0), ([(255, 255, 255), 'White'], 1095.0)];1243144.0;1036934.0;3638.272705078125;3472.771728515625;3497.5546875;3665.83447265625;1679160.0;273.1463219311292;False
2847;2847;RVpcL0nL7iE;3;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2848;2848;RWzZeA2GMsk;6;['images\\maxresdefault\\2848_US_RWzZeA2GMsk_0.jpg'];[False];[200];[];[];"   

vevo .- Bishop Briggs
";[];[([(8, 8, 8), 'Grey3'], 15536.0), ([(255, 255, 255), 'White'], 12232.0), ([(18, 18, 18), 'Grey7'], 9821.0), ([(0, 0, 0), 'Black'], 6624.0), ([(28, 28, 28), 'Grey11'], 4214.0)];[([(0, 0, 0), 'Black'], 10638.0), ([(255, 255, 255), 'White'], 8546.0), ([(128, 128, 128), 'Gray'], 1073.0), ([(192, 192, 192), 'Silver'], 378.0), ([(128, 0, 0), 'Maroon'], 52.0)];1267521.0;1294286.0;8412.7333984375;8207.09375;7890.072265625;8035.400390625;1679136.0;182.5597757693628;True
2849;2849;RYGFczNMAMk;8;['images\\maxresdefault\\2849_US_RYGFczNMAMk_0.jpg'];[False];[200];['airplane', 'person'];[0.8214078, 0.55316114];" 
";['happy'];[([(238, 238, 238), 'Grey93'], 13943.0), ([(228, 228, 228), 'Grey89'], 6129.0), ([(8, 8, 8), 'Grey3'], 3612.0), ([(218, 218, 218), 'Grey85'], 2786.0), ([(18, 18, 18), 'Grey7'], 2744.0)];[([(255, 255, 255), 'White'], 8693.0), ([(0, 0, 0), 'Black'], 4208.0), ([(192, 192, 192), 'Silver'], 3723.0), ([(128, 128, 128), 'Gray'], 2979.0), ([(0, 128, 128), 'Teal'], 328.0)];1101471.0;1035554.0;5505.564453125;5399.798828125;5135.28125;4727.63916015625;1679120.0;284.8822789154559;False
2850;2850;RYs08kX3Ih4;2;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2851;2851;RZU5HebzuP4;4;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2852;2852;RZfqUAZddmk;12;['images\\maxresdefault\\2852_US_RZfqUAZddmk_0.jpg'];[False];[200];['bowl', 'carrot'];[0.9041339, 0.6224894];"FOODWISHES
V4 Noe

  
 
   

KIMCHI CORNED BEEF
";['sad'];[([(198, 198, 198), 'Grey78'], 5171.0), ([(208, 208, 208), 'Grey82'], 4571.0), ([(68, 68, 68), 'Grey27'], 4250.0), ([(135, 95, 95), 'LightPink4'], 3014.0), ([(95, 0, 0), 'DarkRed'], 2968.0)];[([(128, 0, 0), 'Maroon'], 6797.0), ([(128, 128, 128), 'Gray'], 5589.0), ([(128, 128, 0), 'Olive'], 4023.0), ([(192, 192, 192), 'Silver'], 2511.0), ([(0, 0, 0), 'Black'], 1298.0)];1166111.0;933849.0;4378.80224609375;3826.580322265625;4654.2333984375;4673.876953125;1678902.0;258.7248598558517;False
2853;2853;R_5Qfc7APQs;10;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2854;2854;R_O5x0LNksM;12;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2855;2855;Ra7MMVEe_s4;7;['images\\maxresdefault\\2855_US_Ra7MMVEe_s4_0.jpg'];[False];[200];['person'];[0.880361];" 

 
";['happy', 'neutral'];[([(18, 18, 18), 'Grey7'], 5970.0), ([(58, 58, 58), 'Grey23'], 5525.0), ([(68, 68, 68), 'Grey27'], 5143.0), ([(48, 48, 48), 'Grey19'], 5097.0), ([(28, 28, 28), 'Grey11'], 4877.0)];[([(0, 0, 0), 'Black'], 9801.0), ([(128, 128, 128), 'Gray'], 8652.0), ([(128, 0, 0), 'Maroon'], 1210.0), ([(128, 128, 0), 'Olive'], 410.0), ([(128, 0, 128), 'Purple'], 283.0)];1300547.0;996285.0;5433.3837890625;5746.228515625;5606.4736328125;6120.1171875;1678580.0;222.8436105708729;False
2856;2856;RbNaEwp7hMw;7;['images\\maxresdefault\\2856_US_RbNaEwp7hMw_0.jpg'];[False];[200];['person'];[0.60391176];" 
";[];[([(255, 255, 255), 'White'], 25600.0), ([(215, 135, 95), 'LightSalmon3'], 4923.0), ([(255, 135, 95), 'Salmon1'], 4148.0), ([(215, 175, 135), 'Tan'], 2684.0), ([(175, 135, 95), 'LightSalmon3'], 2154.0)];[([(255, 255, 255), 'White'], 7793.0), ([(128, 128, 128), 'Gray'], 5380.0), ([(192, 192, 192), 'Silver'], 5351.0), ([(255, 255, 0), 'Yellow'], 903.0), ([(128, 128, 0), 'Olive'], 602.0)];874118.0;1253428.0;9397.955078125;6570.46875;8719.443359375;10271.138671875;1679428.0;460.9442855508523;False
2857;2857;RdAJZJd_O2E;9;['images\\maxresdefault\\2857_US_RdAJZJd_O2E_0.jpg'];[False];[200];[];[];" 
";['happy'];[([(175, 215, 215), 'LightCyan3'], 18536.0), ([(215, 215, 255), 'LightSteelBlue1'], 7523.0), ([(255, 95, 95), 'IndianRed1'], 5335.0), ([(255, 255, 255), 'White'], 2378.0), ([(255, 135, 135), 'LightCoral'], 2185.0)];[([(192, 192, 192), 'Silver'], 13670.0), ([(128, 128, 128), 'Gray'], 3897.0), ([(255, 255, 255), 'White'], 3091.0), ([(255, 0, 0), 'Red'], 72.0), ([(255, 255, 0), 'Yellow'], 6.0)];765857.0;757752.0;10769.857421875;8949.21875;10147.328125;11334.0654296875;1679137.0;255.90172749113376;False
2858;2858;RdAKIVgTKuw;4;['images\\maxresdefault\\2858_US_RdAKIVgTKuw_0.jpg'];[False];[200];[];[];"  
   
 

4h ii

U2 Vy

Me Wij! Z Gif

 

he /
lod

 
";[];[([(218, 218, 218), 'Grey85'], 11538.0), ([(208, 208, 208), 'Grey82'], 4887.0), ([(215, 215, 215), 'Grey84'], 4806.0), ([(198, 198, 198), 'Grey78'], 3735.0), ([(228, 228, 228), 'Grey89'], 3534.0)];[([(192, 192, 192), 'Silver'], 10495.0), ([(128, 128, 128), 'Gray'], 6471.0), ([(0, 0, 0), 'Black'], 2781.0), ([(255, 255, 255), 'White'], 742.0), ([(128, 128, 0), 'Olive'], 219.0)];827920.0;891419.0;8036.06005859375;8328.712890625;8216.904296875;7763.244140625;1678916.0;426.0922091293902;False
2859;2859;ReV1rHycYzw;3;['images\\maxresdefault\\2859_US_ReV1rHycYzw_0.jpg'];[False];[200];['person'];[0.89525723];"a

oN Wee aa a
a

P
ec
a al

 

ALEX AIONO!
oe ee WN
ne

 
";[];[([(0, 95, 135), 'DeepSkyBlue4'], 7281.0), ([(95, 135, 135), 'PaleTurquoise4'], 5532.0), ([(0, 95, 95), 'DeepSkyBlue4'], 4643.0), ([(95, 95, 135), 'MediumPurple4'], 4627.0), ([(95, 95, 175), 'SlateBlue3'], 2792.0)];[([(128, 128, 128), 'Gray'], 6518.0), ([(0, 128, 128), 'Teal'], 4026.0), ([(192, 192, 192), 'Silver'], 3567.0), ([(0, 0, 128), 'Navy'], 2200.0), ([(128, 0, 128), 'Purple'], 1573.0)];1111176.0;1128865.0;5675.81298828125;8111.1630859375;5485.7255859375;4191.04248046875;1678735.0;289.3227319528658;False
2860;2860;RfFcaV5O7SU;3;['images\\maxresdefault\\2860_US_RfFcaV5O7SU_0.jpg'];[False];[200];['person', 'person', 'bird'];[0.8302188, 0.76493263, 0.6895428];"BLOCKERS

OFFICIAL TRAILER

 
";['disgust', 'sad'];[([(255, 255, 255), 'White'], 14759.0), ([(8, 8, 8), 'Grey3'], 8368.0), ([(18, 18, 18), 'Grey7'], 6605.0), ([(28, 28, 28), 'Grey11'], 5208.0), ([(38, 38, 38), 'Grey15'], 3728.0)];[([(0, 0, 0), 'Black'], 7925.0), ([(255, 255, 255), 'White'], 7649.0), ([(128, 128, 128), 'Gray'], 2111.0), ([(128, 0, 0), 'Maroon'], 1899.0), ([(128, 128, 0), 'Olive'], 505.0)];1353938.0;1178456.0;6207.830078125;6405.595703125;6145.95068359375;5393.78515625;1678944.0;343.53483583114064;False
2861;2861;RgbNxb08jXA;3;['images\\maxresdefault\\2861_US_RgbNxb08jXA_0.jpg'];[False];[200];['person'];[0.9043827];" 

_
";[];[([(175, 135, 95), 'LightSalmon3'], 4828.0), ([(255, 255, 255), 'White'], 4578.0), ([(215, 175, 175), 'MistyRose3'], 3812.0), ([(28, 28, 28), 'Grey11'], 3499.0), ([(18, 18, 18), 'Grey7'], 3071.0)];[([(128, 128, 128), 'Gray'], 6866.0), ([(192, 192, 192), 'Silver'], 4829.0), ([(0, 0, 0), 'Black'], 3709.0), ([(255, 255, 255), 'White'], 3072.0), ([(0, 128, 128), 'Teal'], 1005.0)];958144.0;1091426.0;3666.365234375;4207.70654296875;3857.409912109375;3277.791015625;1678635.0;340.65644663082026;False
2862;2862;RggWMGU2iYw;6;['images\\maxresdefault\\2862_US_RggWMGU2iYw_0.jpg'];[False];[200];[];[];" 

i

 
";[];[([(135, 175, 175), 'LightSkyBlue3'], 18075.0), ([(175, 215, 215), 'LightCyan3'], 17414.0), ([(208, 208, 208), 'Grey82'], 3351.0), ([(198, 198, 198), 'Grey78'], 2944.0), ([(178, 178, 178), 'Grey70'], 2750.0)];[([(192, 192, 192), 'Silver'], 17145.0), ([(128, 128, 128), 'Gray'], 1687.0), ([(0, 0, 0), 'Black'], 819.0), ([(0, 0, 128), 'Navy'], 424.0), ([(0, 128, 128), 'Teal'], 420.0)];668937.0;901084.0;11506.201171875;12156.107421875;11697.923828125;10483.3876953125;1680081.0;442.44846127445373;False
2863;2863;RiGFGXd9Xvs;11;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2864;2864;RiVuoe-jaE0;6;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
2865;2865;RjujNLl1jyk;6;['images\\maxresdefault\\2865_US_RjujNLl1jyk_0.jpg'];[False];[200];[];[];" 
";[];[([(108, 108, 108), 'Grey42'], 2673.0), ([(238, 238, 238), 'Grey93'], 2558.0), ([(88, 88, 88), 'Grey35'], 2281.0), ([(175, 95, 0), 'DarkOrange3'], 2085.0), ([(78, 78, 78), 'Grey30'], 2062.0)];[([(192, 192, 192), 'Silver'], 4860.0), ([(128, 128, 0), 'Olive'], 4515.0), ([(128, 0, 0), 'Maroon'], 3861.0), ([(128, 128, 128), 'Gray'], 3569.0), ([(0, 0, 0), 'Black'], 1340.0)];1059807.0;1048018.0;4437.1669921875;2874.444580078125;4516.1103515625;4636.7763671875;1678511.0;320.1947145635511;False
2866;2866;Rjv1NlMiUyI;4;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
