;number;id;count;thumbnail_path;error;status;obj_names;obj_scores;ocr_texts;emotions;colors;cropped_colors;gray_mean_score;color_mean_score;gray_hist_score;red_hist_score;blue_hist_score;green_hist_score;edges_score;entropy_score;vevo
1851;1851;ZANqw73F9Pw;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1852;1852;ZAO9WjsFcaI;11;['images\\maxresdefault\\1852_GB_ZAO9WjsFcaI_0.jpg'];[False];[200];['tv', 'keyboard', 'mouse', 'laptop'];[0.96523285, 0.72380716, 0.6232805, 0.5788887];"NOISIA - EXCLUSIVE STUDIO TOUR
";[];[([(95, 135, 0), 'Chartreuse4'], 7289.0), ([(18, 18, 18), 'Grey7'], 6804.0), ([(38, 38, 38), 'Grey15'], 5426.0), ([(95, 95, 0), 'Orange4'], 5237.0), ([(95, 175, 0), 'Chartreuse3'], 4398.0)];[([(0, 0, 0), 'Black'], 8050.0), ([(128, 128, 0), 'Olive'], 6639.0), ([(0, 128, 0), 'Green'], 4872.0), ([(0, 128, 128), 'Teal'], 624.0), ([(128, 128, 128), 'Gray'], 551.0)];1231811.0;1145678.0;5683.92236328125;7492.10302734375;6517.3193359375;4996.888671875;1679068.0;195.204095641231;False
1853;1853;ZBM7DYktEyo;9;['images\\maxresdefault\\1853_GB_ZBM7DYktEyo_0.jpg'];[False];[200];[];[];"7

Lae
: I)
";[];[([(0, 0, 95), 'NavyBlue'], 11666.0), ([(215, 135, 95), 'LightSalmon3'], 3706.0), ([(28, 28, 28), 'Grey11'], 3236.0), ([(255, 95, 0), 'OrangeRed1'], 3234.0), ([(0, 0, 0), 'Black'], 3089.0)];[([(128, 128, 128), 'Gray'], 4719.0), ([(128, 128, 0), 'Olive'], 4444.0), ([(192, 192, 192), 'Silver'], 3013.0), ([(0, 0, 0), 'Black'], 2465.0), ([(0, 0, 128), 'Navy'], 2127.0)];1104303.0;929226.0;3837.43408203125;4361.55615234375;2877.97412109375;3676.987548828125;1678985.0;235.68172977920145;False
1854;1854;ZDMgHk2DjoQ;2;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1855;1855;ZEkImgh--PE;30;['images\\maxresdefault\\1855_GB_ZEkImgh--PE_0.jpg'];[False];[200];['person'];[0.8300033];" 
";['neutral'];[([(255, 255, 215), 'Cornsilk1'], 7284.0), ([(215, 175, 95), 'LightGoldenrod3'], 6669.0), ([(135, 95, 95), 'LightPink4'], 5376.0), ([(175, 95, 95), 'IndianRed'], 4896.0), ([(215, 135, 95), 'LightSalmon3'], 4757.0)];[([(192, 192, 192), 'Silver'], 7287.0), ([(128, 128, 128), 'Gray'], 5022.0), ([(255, 255, 255), 'White'], 3599.0), ([(128, 128, 0), 'Olive'], 2615.0), ([(128, 0, 0), 'Maroon'], 2003.0)];883992.0;1096234.0;6527.744140625;5540.2158203125;7484.25634765625;5856.57958984375;1678221.0;217.64534950234528;False
1856;1856;ZHBYGpAlNog;8;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1857;1857;ZJkc_C5-Cd8;5;['images\\maxresdefault\\1857_GB_ZJkc_C5-Cd8_0.jpg'];[False];[200];['person', 'person', 'person', 'person'];[0.89709115, 0.6884675, 0.68816066, 0.52889305];" 
";['sad', 'happy'];[([(95, 95, 135), 'MediumPurple4'], 4460.0), ([(0, 0, 0), 'Black'], 3318.0), ([(175, 175, 255), 'LightSteelBlue'], 2591.0), ([(8, 8, 8), 'Grey3'], 2536.0), ([(78, 78, 78), 'Grey30'], 2357.0)];[([(128, 128, 128), 'Gray'], 8425.0), ([(192, 192, 192), 'Silver'], 6259.0), ([(0, 0, 0), 'Black'], 2693.0), ([(0, 0, 128), 'Navy'], 1714.0), ([(128, 0, 0), 'Maroon'], 471.0)];1138666.0;1122893.0;3309.2548828125;3821.6357421875;3496.975341796875;3183.123046875;1678925.0;325.6116005033749;False
1858;1858;ZKSeQmgg40Q;3;['images\\maxresdefault\\1858_GB_ZKSeQmgg40Q_0.jpg'];[False];[200];['person', 'handbag'];[0.56956345, 0.5634596];" 

 

 
";['neutral', 'happy', 'happy'];[([(48, 48, 48), 'Grey19'], 4316.0), ([(255, 255, 255), 'White'], 2704.0), ([(135, 95, 95), 'LightPink4'], 2697.0), ([(38, 38, 38), 'Grey15'], 2262.0), ([(175, 135, 135), 'RosyBrown'], 2106.0)];[([(128, 128, 128), 'Gray'], 6997.0), ([(0, 0, 0), 'Black'], 5061.0), ([(192, 192, 192), 'Silver'], 4669.0), ([(255, 255, 255), 'White'], 2248.0), ([(128, 0, 0), 'Maroon'], 726.0)];895258.0;1010770.0;3922.826171875;4031.513671875;4042.0576171875;3908.13623046875;1678135.0;301.74579567555196;False
1859;1859;ZKUerb6IH4Y;3;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1860;1860;ZKg3jKEbgqs;8;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1861;1861;ZKw1m2yr6Wk;14;['images\\maxresdefault\\1861_GB_ZKw1m2yr6Wk_0.jpg'];[False];[200];['person'];[0.92081195];"Coy
a ~~
Siriusxm

 

ENTERTAINMENT (((

a NM o
CARDI B IS SPENDING MORE ON
COACHELLA THAN SHE’S MAKING
";['happy'];[([(0, 95, 135), 'DeepSkyBlue4'], 8605.0), ([(18, 18, 18), 'Grey7'], 6981.0), ([(8, 8, 8), 'Grey3'], 5673.0), ([(28, 28, 28), 'Grey11'], 3080.0), ([(0, 95, 175), 'DeepSkyBlue4'], 2849.0)];[([(0, 0, 0), 'Black'], 13390.0), ([(128, 128, 128), 'Gray'], 2662.0), ([(0, 128, 128), 'Teal'], 1456.0), ([(192, 192, 192), 'Silver'], 1449.0), ([(128, 0, 0), 'Maroon'], 538.0)];1316065.0;1209499.0;4054.92822265625;3418.6796875;4970.279296875;3956.58837890625;1679063.0;257.18384624184876;False
1862;1862;ZNsvGhLM42c;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1863;1863;ZOBvRs4btvE;6;['images\\maxresdefault\\1863_GB_ZOBvRs4btvE_0.jpg'];[False];[200];['person', 'person'];[0.90789485, 0.5790274];" 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 
";[];[([(8, 8, 8), 'Grey3'], 9785.0), ([(0, 0, 0), 'Black'], 8262.0), ([(18, 18, 18), 'Grey7'], 6332.0), ([(255, 255, 255), 'White'], 4864.0), ([(28, 28, 28), 'Grey11'], 3476.0)];[([(0, 0, 0), 'Black'], 11090.0), ([(0, 0, 128), 'Navy'], 2941.0), ([(128, 128, 128), 'Gray'], 2356.0), ([(192, 192, 192), 'Silver'], 1336.0), ([(255, 255, 255), 'White'], 1157.0)];1315675.0;1261758.0;6224.50439453125;3731.884521484375;6657.68359375;5841.07470703125;1679203.0;279.8976089692255;False
1864;1864;ZQ8ir66M5XU;9;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1865;1865;ZWqClKiz4_I;2;['images\\maxresdefault\\1865_GB_ZWqClKiz4_I_0.jpg'];[False];[200];['person', 'person', 'tie', 'tie'];[0.8455309, 0.6276823, 0.6242849, 0.60230047];" 
";['happy'];[([(8, 8, 8), 'Grey3'], 11353.0), ([(18, 18, 18), 'Grey7'], 4615.0), ([(48, 48, 48), 'Grey19'], 3808.0), ([(28, 28, 28), 'Grey11'], 3351.0), ([(38, 38, 38), 'Grey15'], 2700.0)];[([(0, 0, 0), 'Black'], 10294.0), ([(128, 128, 128), 'Gray'], 3797.0), ([(128, 0, 0), 'Maroon'], 2037.0), ([(192, 192, 192), 'Silver'], 1435.0), ([(0, 0, 128), 'Navy'], 979.0)];1224714.0;1053839.0;3635.96533203125;3017.2568359375;2899.91357421875;4603.2802734375;1678748.0;232.2439080196774;False
1866;1866;ZbB4SYJNuTo;34;['images\\maxresdefault\\1866_GB_ZbB4SYJNuTo_0.jpg'];[False];[200];['person', 'person', 'person', 'person', 'person'];[0.86686194, 0.8338252, 0.719205, 0.6946616, 0.5592931];"    

OFFICIAL
";['neutral'];[([(0, 95, 135), 'DeepSkyBlue4'], 8059.0), ([(0, 95, 95), 'DeepSkyBlue4'], 7800.0), ([(95, 135, 175), 'SteelBlue'], 3904.0), ([(0, 95, 175), 'DeepSkyBlue4'], 3850.0), ([(28, 28, 28), 'Grey11'], 3348.0)];[([(0, 128, 128), 'Teal'], 10423.0), ([(128, 128, 128), 'Gray'], 3453.0), ([(0, 0, 128), 'Navy'], 2665.0), ([(192, 192, 192), 'Silver'], 2294.0), ([(0, 0, 0), 'Black'], 886.0)];1284375.0;997011.0;4096.77880859375;4140.197265625;6649.05517578125;3983.909912109375;1678802.0;227.2991648552797;False
1867;1867;ZcCp7488puc;24;['images\\maxresdefault\\1867_GB_ZcCp7488puc_0.jpg'];[False];[200];['person', 'person', 'person'];[0.5367442, 0.5309136, 0.53046507];" 
";['sad'];[([(38, 38, 38), 'Grey15'], 20742.0), ([(28, 28, 28), 'Grey11'], 9262.0), ([(48, 48, 48), 'Grey19'], 8072.0), ([(58, 58, 58), 'Grey23'], 4107.0), ([(68, 68, 68), 'Grey27'], 2646.0)];[([(0, 0, 0), 'Black'], 15476.0), ([(128, 128, 128), 'Gray'], 3078.0), ([(128, 0, 0), 'Maroon'], 938.0), ([(192, 192, 192), 'Silver'], 852.0), ([(128, 128, 0), 'Olive'], 373.0)];1486748.0;664483.0;9096.978515625;8933.30859375;8699.2685546875;9186.408203125;1680106.0;427.70438164969687;False
1868;1868;ZcTZJiBTCXA;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1869;1869;ZdtobM01EHM;5;['images\\maxresdefault\\1869_GB_ZdtobM01EHM_0.jpg'];[False];[200];[];[];" 
";[];[([(0, 0, 0), 'Black'], 23226.0), ([(238, 238, 238), 'Grey93'], 12252.0), ([(255, 255, 255), 'White'], 4751.0), ([(228, 228, 228), 'Grey89'], 3886.0), ([(255, 255, 215), 'Cornsilk1'], 1043.0)];[([(255, 255, 255), 'White'], 12591.0), ([(192, 192, 192), 'Silver'], 3576.0), ([(128, 128, 128), 'Gray'], 1587.0), ([(0, 0, 0), 'Black'], 1545.0), ([(0, 0, 128), 'Navy'], 696.0)];1101888.0;1275141.0;10805.48828125;10102.22265625;10030.8408203125;10569.91015625;1679592.0;930.6390573160966;False
1870;1870;Zg165-mZ7x8;21;['images\\maxresdefault\\1870_GB_Zg165-mZ7x8_0.jpg'];[False];[200];['person', 'person'];[0.76329535, 0.7354582];"   
";[];[([(218, 218, 218), 'Grey85'], 14343.0), ([(28, 28, 28), 'Grey11'], 5727.0), ([(135, 95, 95), 'LightPink4'], 5715.0), ([(38, 38, 38), 'Grey15'], 5648.0), ([(48, 48, 48), 'Grey19'], 5275.0)];[([(0, 0, 0), 'Black'], 10241.0), ([(128, 0, 0), 'Maroon'], 4970.0), ([(128, 128, 0), 'Olive'], 2387.0), ([(192, 192, 192), 'Silver'], 1861.0), ([(128, 128, 128), 'Gray'], 1277.0)];1197336.0;786222.0;6881.06005859375;8230.09375;5847.9521484375;7646.2607421875;1680099.0;622.4591007893835;False
1871;1871;Zh4c5IrllBg;14;['images\\maxresdefault\\1871_GB_Zh4c5IrllBg_0.jpg'];[False];[200];[];[];" 
";[];[([(255, 255, 255), 'White'], 12911.0), ([(0, 0, 0), 'Black'], 7277.0), ([(255, 0, 0), 'Red'], 3574.0), ([(78, 78, 78), 'Grey30'], 1904.0), ([(135, 95, 95), 'LightPink4'], 1703.0)];[([(128, 128, 128), 'Gray'], 5733.0), ([(0, 0, 0), 'Black'], 4663.0), ([(255, 255, 255), 'White'], 3036.0), ([(128, 128, 0), 'Olive'], 2630.0), ([(128, 0, 0), 'Maroon'], 1883.0)];1204214.0;1191055.0;3951.5732421875;3108.49169921875;3432.75927734375;3243.2060546875;1678471.0;284.2329252945887;False
1872;1872;ZlPgrJFMFYY;20;['images\\maxresdefault\\1872_GB_ZlPgrJFMFYY_0.jpg'];[False];[200];['person', 'chair', 'vase', 'cup'];[0.93935025, 0.64868945, 0.53477615, 0.5289096];" 
";['surprise'];[([(78, 78, 78), 'Grey30'], 4783.0), ([(135, 95, 95), 'LightPink4'], 4535.0), ([(215, 175, 215), 'Thistle3'], 4425.0), ([(68, 68, 68), 'Grey27'], 4166.0), ([(88, 88, 88), 'Grey35'], 2801.0)];[([(128, 128, 128), 'Gray'], 9693.0), ([(192, 192, 192), 'Silver'], 3803.0), ([(0, 0, 0), 'Black'], 3170.0), ([(128, 128, 0), 'Olive'], 2595.0), ([(128, 0, 0), 'Maroon'], 1120.0)];1135397.0;1097764.0;5325.6806640625;5392.28955078125;5482.2333984375;5437.02392578125;1678728.0;202.18453266216682;False
1873;1873;Zlj7SUy4CcQ;5;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1874;1874;ZnHW63aXXB8;14;['images\\maxresdefault\\1874_GB_ZnHW63aXXB8_0.jpg'];[False];[200];['person', 'tie', 'person', 'person'];[0.7760665, 0.66946757, 0.667198, 0.5043956];"iy

rah

 

le Ke ey AVINI
";['fear'];[([(28, 28, 28), 'Grey11'], 15375.0), ([(18, 18, 18), 'Grey7'], 8164.0), ([(38, 38, 38), 'Grey15'], 5336.0), ([(48, 48, 48), 'Grey19'], 4712.0), ([(8, 8, 8), 'Grey3'], 3601.0)];[([(0, 0, 0), 'Black'], 13412.0), ([(128, 128, 128), 'Gray'], 4235.0), ([(128, 0, 0), 'Maroon'], 2588.0), ([(128, 128, 0), 'Olive'], 241.0), ([(255, 255, 255), 'White'], 112.0)];1397952.0;851461.0;6120.97265625;6737.92724609375;5915.05810546875;5978.966796875;1679273.0;205.20340922091296;False
1875;1875;Zo_mpwmashg;11;['images\\maxresdefault\\1875_GB_Zo_mpwmashg_0.jpg'];[False];[200];['person', 'tie'];[0.8825346, 0.807799];"A BAD LIP READING

 
";[];[([(18, 18, 18), 'Grey7'], 15090.0), ([(28, 28, 28), 'Grey11'], 4712.0), ([(175, 135, 135), 'RosyBrown'], 4358.0), ([(255, 255, 255), 'White'], 2673.0), ([(175, 95, 95), 'IndianRed'], 2329.0)];[([(0, 0, 0), 'Black'], 7204.0), ([(128, 128, 128), 'Gray'], 7204.0), ([(255, 255, 255), 'White'], 1707.0), ([(0, 0, 128), 'Navy'], 1330.0), ([(192, 192, 192), 'Silver'], 1210.0)];1022249.0;1077042.0;4997.50439453125;3768.78125;4751.83349609375;4484.95751953125;1679104.0;283.82118750715017;False
1876;1876;Zqh2DS7oIbU;1;['images\\maxresdefault\\1876_GB_Zqh2DS7oIbU_0.jpg'];[False];[200];['person'];[0.5429376];"       
 

 

Te ee

 

Pala ae
";['happy', 'angry', 'neutral', 'neutral', 'happy', 'sad'];[([(18, 18, 18), 'Grey7'], 5776.0), ([(95, 0, 0), 'DarkRed'], 4261.0), ([(28, 28, 28), 'Grey11'], 4251.0), ([(135, 95, 95), 'LightPink4'], 3796.0), ([(38, 38, 38), 'Grey15'], 2665.0)];[([(128, 128, 128), 'Gray'], 6377.0), ([(128, 0, 0), 'Maroon'], 5901.0), ([(0, 0, 0), 'Black'], 3689.0), ([(128, 128, 0), 'Olive'], 1679.0), ([(0, 128, 128), 'Teal'], 1085.0)];1252435.0;986367.0;4492.126953125;3816.5537109375;5166.90625;4204.5126953125;1677981.0;226.07584944514358;False
1877;1877;ZsT3m5jdjr8;8;['images\\maxresdefault\\1877_GB_ZsT3m5jdjr8_0.jpg'];[False];[200];['cat'];[0.80998826];" 
";[];[([(255, 255, 255), 'White'], 10557.0), ([(38, 38, 38), 'Grey15'], 7959.0), ([(28, 28, 28), 'Grey11'], 5984.0), ([(135, 95, 95), 'LightPink4'], 5516.0), ([(48, 48, 48), 'Grey19'], 5250.0)];[([(0, 0, 0), 'Black'], 6942.0), ([(128, 128, 128), 'Gray'], 5954.0), ([(192, 192, 192), 'Silver'], 5764.0), ([(128, 0, 0), 'Maroon'], 927.0), ([(255, 255, 255), 'White'], 692.0)];1252746.0;1011059.0;4602.90576171875;5468.138671875;4571.125;4413.9765625;1679509.0;163.4020134995996;False
1878;1878;Zt803kKQ41k;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1879;1879;Zukh-0csKPc;8;['images\\maxresdefault\\1879_GB_Zukh-0csKPc_0.jpg'];[False];[200];['person', 'person'];[0.5673097, 0.53749466];" 
";[];[([(58, 58, 58), 'Grey23'], 5710.0), ([(48, 48, 48), 'Grey19'], 5492.0), ([(0, 95, 95), 'DeepSkyBlue4'], 4787.0), ([(38, 38, 38), 'Grey15'], 4147.0), ([(28, 28, 28), 'Grey11'], 3663.0)];[([(128, 128, 128), 'Gray'], 5938.0), ([(0, 0, 0), 'Black'], 4267.0), ([(192, 192, 192), 'Silver'], 3743.0), ([(128, 0, 0), 'Maroon'], 3437.0), ([(0, 128, 128), 'Teal'], 2003.0)];1242661.0;931019.0;4778.564453125;4652.1064453125;5111.8447265625;5173.2958984375;1679295.0;242.35270564008695;False
1880;1880;ZurW-Uc6Lc0;13;['images\\maxresdefault\\1880_GB_ZurW-Uc6Lc0_0.jpg'];[False];[200];['person', 'tv'];[0.88026816, 0.6154401];"Baby Hormones!

 
";['happy'];[([(255, 95, 135), 'IndianRed1'], 6469.0), ([(135, 95, 95), 'LightPink4'], 5019.0), ([(135, 135, 95), 'Wheat4'], 4328.0), ([(255, 255, 255), 'White'], 3988.0), ([(215, 175, 175), 'MistyRose3'], 3018.0)];[([(128, 128, 128), 'Gray'], 5605.0), ([(192, 192, 192), 'Silver'], 5476.0), ([(128, 0, 0), 'Maroon'], 3769.0), ([(255, 255, 255), 'White'], 3273.0), ([(0, 0, 0), 'Black'], 1409.0)];820457.0;1049972.0;5662.83935546875;4672.12353515625;6776.4970703125;5349.90869140625;1679036.0;227.07859512641573;False
1881;1881;Zv7mc3TygO4;22;['images\\maxresdefault\\1881_GB_Zv7mc3TygO4_0.jpg'];[False];[200];[];[];"ZZZ...
";[];[([(255, 0, 0), 'Red'], 45237.0), ([(255, 255, 255), 'White'], 8671.0), ([(215, 0, 0), 'Red3'], 1175.0), ([(215, 95, 95), 'IndianRed'], 746.0), ([(215, 135, 135), 'LightPink3'], 538.0)];[([(255, 0, 0), 'Red'], 11493.0), ([(255, 255, 255), 'White'], 7981.0), ([(192, 192, 192), 'Silver'], 959.0), ([(128, 128, 128), 'Gray'], 303.0), ([(0, 0, 0), 'Black'], 0.0)];1666893.0;1359052.0;12397.84765625;10598.494140625;12001.720703125;10770.130859375;1679701.0;1238.8995538267934;False
1882;1882;ZvdPvq4dX78;14;['images\\maxresdefault\\1882_GB_ZvdPvq4dX78_0.jpg'];[False];[200];['person', 'person', 'person', 'tie'];[0.88323843, 0.8523525, 0.7775289, 0.58703244];"   

zs

DESUS&MERO
";['neutral'];[([(28, 28, 28), 'Grey11'], 5980.0), ([(38, 38, 38), 'Grey15'], 5165.0), ([(18, 18, 18), 'Grey7'], 4537.0), ([(48, 48, 48), 'Grey19'], 4441.0), ([(8, 8, 8), 'Grey3'], 3890.0)];[([(0, 0, 0), 'Black'], 8879.0), ([(255, 255, 255), 'White'], 3291.0), ([(128, 128, 0), 'Olive'], 2477.0), ([(128, 0, 0), 'Maroon'], 2258.0), ([(128, 128, 128), 'Gray'], 1946.0)];1219541.0;997914.0;3076.19775390625;4163.291015625;2378.798583984375;3111.864990234375;1678941.0;231.38748426953438;False
1883;1883;ZwIuff3270M;9;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1884;1884;ZxD3o-9H1lY;6;['images\\maxresdefault\\1884_GB_ZxD3o-9H1lY_0.jpg'];[False];[200];['person'];[0.7859634];" 
";[];[([(135, 95, 95), 'LightPink4'], 8219.0), ([(68, 68, 68), 'Grey27'], 4868.0), ([(78, 78, 78), 'Grey30'], 4725.0), ([(58, 58, 58), 'Grey23'], 4114.0), ([(175, 135, 95), 'LightSalmon3'], 4030.0)];[([(128, 128, 128), 'Gray'], 10251.0), ([(128, 128, 0), 'Olive'], 3155.0), ([(0, 128, 128), 'Teal'], 2338.0), ([(192, 192, 192), 'Silver'], 1483.0), ([(0, 0, 0), 'Black'], 1304.0)];1161610.0;1104045.0;5710.34716796875;4796.14111328125;5492.7412109375;5352.0244140625;1679046.0;230.71273309689968;False
1885;1885;Zy6nbhUW_5E;10;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1886;1886;ZzO3DCW4LXw;12;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1887;1887;ZzStPviPY90;15;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
1888;1888;ZzZ-BsiSamk;1;['images\\maxresdefault\\1888_GB_ZzZ-BsiSamk_0.jpg'];[False];[200];['person'];[0.7153619];" 
";['neutral', 'neutral'];[([(28, 28, 28), 'Grey11'], 4426.0), ([(58, 58, 58), 'Grey23'], 4406.0), ([(68, 68, 68), 'Grey27'], 4144.0), ([(48, 48, 48), 'Grey19'], 3500.0), ([(38, 38, 38), 'Grey15'], 3349.0)];[([(0, 0, 0), 'Black'], 5554.0), ([(128, 128, 128), 'Gray'], 5462.0), ([(128, 0, 0), 'Maroon'], 3915.0), ([(255, 255, 255), 'White'], 2272.0), ([(128, 128, 0), 'Olive'], 2063.0)];1198405.0;987658.0;3181.58935546875;3112.974609375;3553.943115234375;3352.821533203125;1678692.0;356.6885939823819;False
1889;1889;Zz_JEN74evU;7;['images\\maxresdefault\\1889_GB_Zz_JEN74evU_0.jpg'];[False];[200];['person'];[0.9204176];"vo

 
";['neutral'];[([(135, 95, 0), 'Orange4'], 9112.0), ([(18, 18, 18), 'Grey7'], 8734.0), ([(95, 0, 0), 'DarkRed'], 7062.0), ([(128, 0, 0), 'Maroon'], 4701.0), ([(218, 218, 218), 'Grey85'], 3347.0)];[([(128, 0, 0), 'Maroon'], 7937.0), ([(192, 192, 192), 'Silver'], 7152.0), ([(0, 0, 0), 'Black'], 2744.0), ([(128, 128, 128), 'Gray'], 1156.0), ([(255, 255, 255), 'White'], 1072.0)];1364642.0;939336.0;6973.0546875;7282.54296875;6084.5517578125;6302.2490234375;1679779.0;271.9873012241162;False
1890;1890;_0ovuLsnU1A;36;['images\\maxresdefault\\1890_GB__0ovuLsnU1A_0.jpg'];[False];[200];['person'];[0.6956167];" 
";['neutral'];[([(18, 18, 18), 'Grey7'], 11787.0), ([(28, 28, 28), 'Grey11'], 7708.0), ([(38, 38, 38), 'Grey15'], 4268.0), ([(0, 95, 95), 'DeepSkyBlue4'], 3572.0), ([(95, 0, 135), 'Purple4'], 3039.0)];[([(0, 0, 128), 'Navy'], 6029.0), ([(0, 0, 0), 'Black'], 5067.0), ([(128, 128, 128), 'Gray'], 3277.0), ([(0, 128, 128), 'Teal'], 3225.0), ([(128, 0, 128), 'Purple'], 3030.0)];1467169.0;1071023.0;7971.4833984375;4664.2705078125;7291.703125;7648.03271484375;1679517.0;257.7047248598559;False
1891;1891;_1mIPOYZzfo;9;['images\\maxresdefault\\1891_GB__1mIPOYZzfo_0.jpg'];[False];[200];['person'];[0.9504892];"m BREST

DIDDY
INTERVIE

       
      
 

= Se
a “A

as
";[];[([(68, 68, 68), 'Grey27'], 5934.0), ([(78, 78, 78), 'Grey30'], 5419.0), ([(0, 0, 0), 'Black'], 4906.0), ([(255, 175, 0), 'Orange1'], 4813.0), ([(58, 58, 58), 'Grey23'], 4520.0)];[([(0, 0, 0), 'Black'], 8416.0), ([(128, 128, 128), 'Gray'], 5209.0), ([(255, 255, 0), 'Yellow'], 3249.0), ([(128, 128, 0), 'Olive'], 1881.0), ([(128, 0, 0), 'Maroon'], 1372.0)];1315044.0;1079355.0;4262.04345703125;5349.21875;4204.8984375;4146.255859375;1679013.0;254.2218281661137;False
1892;1892;_2v5kMaGCNI;4;['images\\maxresdefault\\1892_GB__2v5kMaGCNI_0.jpg'];[False];[200];['person', 'person', 'tv', 'person', 'person', 'person'];[0.6925025, 0.64747006, 0.59454614, 0.5851143, 0.5619977, 0.5108877];" 
";[];[([(18, 18, 18), 'Grey7'], 5512.0), ([(135, 95, 0), 'Orange4'], 4355.0), ([(28, 28, 28), 'Grey11'], 4215.0), ([(135, 95, 95), 'LightPink4'], 3185.0), ([(38, 38, 38), 'Grey15'], 2948.0)];[([(0, 0, 0), 'Black'], 6552.0), ([(128, 0, 0), 'Maroon'], 4521.0), ([(128, 128, 128), 'Gray'], 3984.0), ([(255, 255, 255), 'White'], 2151.0), ([(128, 128, 0), 'Olive'], 2066.0)];1307910.0;1096281.0;3283.61669921875;3546.47900390625;2592.125;3371.2490234375;1678595.0;305.6392861228693;False
1893;1893;_4LsQ_kdLh0;1;['images\\maxresdefault\\1893_GB__4LsQ_kdLh0_0.jpg'];[False];[200];['person', 'person', 'person', 'person', 'person', 'person'];[0.82668906, 0.8195208, 0.7384672, 0.73154676, 0.6742149, 0.5833364];" 
";['happy', 'neutral', 'neutral', 'sad'];[([(135, 95, 95), 'LightPink4'], 7235.0), ([(48, 48, 48), 'Grey19'], 6164.0), ([(38, 38, 38), 'Grey15'], 5808.0), ([(58, 58, 58), 'Grey23'], 5463.0), ([(68, 68, 68), 'Grey27'], 4394.0)];[([(128, 128, 128), 'Gray'], 8162.0), ([(0, 0, 0), 'Black'], 4935.0), ([(128, 128, 0), 'Olive'], 2833.0), ([(192, 192, 192), 'Silver'], 1906.0), ([(0, 128, 128), 'Teal'], 1810.0)];1302819.0;1038657.0;4822.62060546875;5296.548828125;4893.33251953125;5262.51123046875;1678625.0;223.13499599588147;False
1894;1894;_4_V7ZGCYDE;19;['images\\maxresdefault\\1894_GB__4_V7ZGCYDE_0.jpg'];[False];[200];['cat'];[0.8961976];" 
";[];[([(48, 48, 48), 'Grey19'], 3607.0), ([(78, 78, 78), 'Grey30'], 3319.0), ([(38, 38, 38), 'Grey15'], 3262.0), ([(68, 68, 68), 'Grey27'], 3024.0), ([(58, 58, 58), 'Grey23'], 2977.0)];[([(192, 192, 192), 'Silver'], 6872.0), ([(128, 128, 128), 'Gray'], 5680.0), ([(255, 255, 255), 'White'], 5352.0), ([(0, 128, 128), 'Teal'], 1361.0), ([(0, 0, 0), 'Black'], 855.0)];1119262.0;984652.0;2574.38720703125;2641.740234375;2571.957763671875;2834.6279296875;1678809.0;265.99977119322733;False
1895;1895;_5d-sQ7Fh5M;3;['images\\maxresdefault\\1895_GB__5d-sQ7Fh5M_0.jpg'];[False];[200];['person', 'kite'];[0.88683623, 0.55698794];" 
";[];[([(135, 95, 95), 'LightPink4'], 3086.0), ([(95, 0, 0), 'DarkRed'], 2998.0), ([(58, 58, 58), 'Grey23'], 2734.0), ([(68, 68, 68), 'Grey27'], 2315.0), ([(158, 158, 158), 'Grey62'], 2180.0)];[([(128, 128, 128), 'Gray'], 7235.0), ([(192, 192, 192), 'Silver'], 6754.0), ([(128, 0, 0), 'Maroon'], 2408.0), ([(255, 255, 255), 'White'], 1461.0), ([(128, 128, 0), 'Olive'], 772.0)];999573.0;1038061.0;3840.85400390625;3555.358642578125;4712.14697265625;3634.4609375;1678312.0;288.23670060633793;False
